EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
9651,48,No,Travel_Rarely,493,Sales,5,3,Life Sciences,1.0,3,Female,67,3,Sales Representative,2,Single,10859.0,8,No,16,4,3,80,1,30,6,3,24,2,1,7
9652,43,No,Travel_Rarely,445,Research & Development,5,2,Medical,1.0,3,Male,61,2,Laboratory Technician,1,Married,9791.0,5,Yes,15,3,2,80,1,25,4,3,20,2,3,1
9653,38,No,Travel_Rarely,308,Human Resources,7,2,Marketing,1.0,3,Female,42,1,Human Resources,3,Married,6784.0,6,No,18,3,1,80,1,20,1,2,9,0,4,3
9654,52,No,Non-Travel,514,Research & Development,6,4,Life Sciences,1.0,1,Female,70,3,Research Scientist,4,Divorced,11320.0,5,No,19,3,2,80,1,34,5,2,9,0,3,0
9655,41,No,Travel_Frequently,343,Sales,10,1,Life Sciences,1.0,3,Male,47,3,Sales Representative,1,Married,7555.0,5,No,21,3,4,80,2,23,1,3,15,6,1,0
9656,50,No,Travel_Rarely,539,Sales,6,4,Life Sciences,1.0,3,Male,74,3,Sales Executive,1,Married,11863.0,7,No,19,3,4,80,2,32,3,3,23,7,3,0
9657,43,No,Travel_Rarely,319,Research & Development,10,1,Life Sciences,1.0,2,Female,43,1,Laboratory Technician,4,Married,7028.0,6,No,20,1,2,80,2,25,4,2,14,4,0,9
9658,18,No,Travel_Rarely,406,Human Resources,19,5,Medical,1.0,3,Female,55,4,Human Resources,4,Married,8935.0,0,No,22,4,2,80,0,0,5,3,0,0,0,0
9659,50,No,Travel_Rarely,496,Research & Development,15,5,Medical,1.0,4,Male,68,3,Research Scientist,1,Single,10916.0,4,Yes,17,3,1,80,2,32,2,3,7,4,1,1
9660,38,No,Travel_Rarely,559,Sales,11,3,Life Sciences,1.0,3,Male,76,3,Manager,1,Married,12305.0,7,No,14,3,2,80,3,20,2,3,20,1,0,4
9661,36,Yes,Non-Travel,321,Sales,9,2,Technical Degree,1.0,3,Female,44,4,Sales Executive,2,Divorced,7083.0,4,Yes,12,3,1,80,1,18,4,3,1,1,0,0
9662,39,No,Travel_Rarely,657,Research & Development,11,5,Life Sciences,1.0,1,Male,90,4,Manufacturing Director,4,Single,14457.0,3,No,12,3,4,80,2,21,6,4,5,5,2,2
9663,33,No,Travel_Rarely,689,Research & Development,18,4,Life Sciences,1.0,2,Male,94,3,Manager,1,Married,15162.0,9,No,12,4,4,80,3,15,4,2,15,4,0,1
9664,39,No,Travel_Frequently,444,Sales,9,4,Life Sciences,1.0,4,Female,61,2,Sales Representative,4,Divorced,9770.0,5,Yes,17,3,1,80,1,21,2,2,5,2,0,4
9665,31,No,Travel_Rarely,473,Research & Development,13,3,Marketing,1.0,3,Male,65,3,Manager,1,Divorced,10415.0,2,No,25,3,4,80,2,13,5,3,2,2,0,1
9666,49,No,Travel_Rarely,723,Research & Development,10,4,Technical Degree,1.0,2,Female,99,3,Research Director,3,Married,15913.0,8,No,25,3,2,80,2,31,5,3,9,1,0,3
9667,35,No,Travel_Rarely,434,Sales,7,3,Life Sciences,1.0,4,Female,59,3,Sales Executive,4,Married,9568.0,9,No,14,3,2,80,3,17,2,3,17,1,6,13
9668,33,No,Travel_Rarely,332,Research & Development,14,4,Life Sciences,1.0,3,Female,45,3,Laboratory Technician,4,Married,7308.0,5,No,18,4,4,80,0,15,5,2,0,0,0,0
9669,27,Yes,Travel_Frequently,596,Research & Development,6,5,Marketing,1.0,1,Male,82,4,Research Director,1,Single,13125.0,2,Yes,19,3,4,80,0,9,3,2,0,0,0,0
9670,39,No,Non-Travel,458,Research & Development,13,5,Technical Degree,1.0,3,Female,62,4,Laboratory Technician,3,Married,10079.0,5,No,15,4,3,80,1,21,4,3,6,1,1,1
9671,38,No,Non-Travel,455,Research & Development,10,5,Human Resources,1.0,3,Male,62,2,Laboratory Technician,1,Married,10017.0,2,No,19,3,4,80,1,20,2,2,10,0,5,2
9672,40,No,Travel_Rarely,466,Human Resources,9,5,Medical,1.0,4,Male,64,3,Human Resources,4,Single,10256.0,2,No,16,4,3,80,0,22,1,1,10,5,0,0
9673,26,No,Travel_Rarely,623,Sales,8,4,Medical,1.0,1,Male,85,3,Manager,4,Married,13722.0,5,Yes,12,3,2,80,2,8,3,1,5,5,0,5
9674,20,No,Travel_Frequently,412,Sales,6,3,Medical,1.0,3,Male,56,3,Sales Representative,3,Married,9067.0,4,Yes,22,3,2,80,2,2,6,4,2,2,2,1
9675,43,No,Non-Travel,354,Sales,8,2,Medical,1.0,3,Male,48,4,Sales Representative,4,Single,7803.0,7,No,15,1,2,80,2,25,4,3,7,1,1,5
9676,51,No,Travel_Rarely,454,Research & Development,3,4,Medical,1.0,4,Female,62,4,Laboratory Technician,3,Married,9998.0,8,No,15,3,2,80,0,33,5,3,4,4,0,4
9677,26,No,Travel_Rarely,299,Sales,7,3,Life Sciences,1.0,4,Female,41,2,Sales Executive,4,Married,6579.0,3,No,22,3,4,80,1,8,3,2,5,5,1,0
9678,52,No,Travel_Rarely,594,Research & Development,8,4,Other,1.0,3,Female,81,3,Manager,4,Married,13086.0,7,No,22,3,3,80,3,34,3,3,11,3,2,1
9679,39,No,Non-Travel,610,Research & Development,10,2,Life Sciences,1.0,2,Female,83,3,Manufacturing Director,3,Married,13428.0,6,No,11,4,2,80,3,21,1,3,16,11,0,2
9680,36,No,Travel_Frequently,415,Sales,15,4,Medical,1.0,4,Male,57,4,Sales Representative,4,Divorced,9139.0,2,Yes,14,3,1,80,2,18,2,4,12,5,4,5
9681,33,No,Travel_Rarely,330,Sales,8,2,Marketing,1.0,4,Male,45,1,Sales Executive,3,Married,7264.0,4,Yes,16,3,3,80,0,15,3,3,6,5,5,6
9682,23,No,Travel_Rarely,338,Research & Development,8,4,Medical,1.0,3,Male,46,3,Laboratory Technician,3,Divorced,7457.0,0,Yes,20,3,4,80,0,5,3,2,0,0,0,0
9683,46,No,Travel_Rarely,686,Research & Development,13,5,Life Sciences,1.0,1,Male,94,2,Research Director,3,Single,15095.0,4,Yes,18,3,1,80,3,28,2,3,9,6,3,5
9684,29,No,Travel_Rarely,396,Research & Development,10,5,Medical,1.0,4,Male,54,3,Research Scientist,1,Single,8731.0,0,Yes,14,3,4,80,2,11,5,3,9,0,3,1
9685,29,Yes,Travel_Rarely,439,Research & Development,19,3,Human Resources,1.0,1,Female,60,1,Manager,1,Married,9672.0,0,No,18,4,3,80,0,11,3,3,0,0,0,0
9686,46,No,Travel_Frequently,442,Sales,6,3,Medical,1.0,3,Male,60,3,Sales Executive,1,Married,9737.0,5,Yes,16,3,4,80,0,28,6,3,2,2,2,2
9687,18,No,Travel_Rarely,331,Sales,4,4,Marketing,1.0,4,Female,45,2,Sales Executive,4,Married,7303.0,0,Yes,22,3,1,80,0,0,2,3,0,0,0,0
9688,21,Yes,Travel_Rarely,323,Research & Development,5,4,Medical,1.0,2,Male,44,2,Research Scientist,4,Married,7108.0,1,No,20,3,3,80,0,3,3,3,3,3,3,2
9689,36,No,Travel_Rarely,645,Research & Development,19,4,Life Sciences,1.0,4,Male,88,3,Research Director,1,Married,14196.0,5,No,25,3,3,80,0,18,0,3,5,4,0,0
9690,39,Yes,Travel_Rarely,473,Research & Development,8,5,Life Sciences,1.0,4,Male,65,1,Laboratory Technician,1,Married,10406.0,2,Yes,23,3,3,80,1,21,0,1,1,1,1,0
9691,41,No,Non-Travel,411,Research & Development,16,4,Technical Degree,1.0,4,Female,56,3,Laboratory Technician,4,Divorced,9060.0,5,Yes,25,3,2,80,0,23,0,3,6,6,1,0
9692,33,No,Travel_Frequently,359,Sales,6,3,Marketing,1.0,4,Male,49,1,Sales Executive,2,Single,7910.0,1,Yes,14,3,2,80,2,15,3,3,10,5,1,0
9693,60,No,Travel_Rarely,548,Sales,9,4,Life Sciences,1.0,4,Male,75,3,Sales Executive,4,Divorced,12068.0,7,No,17,3,3,80,2,42,3,2,14,0,1,1
9694,34,No,Travel_Rarely,428,Sales,7,4,Medical,1.0,4,Male,58,3,Sales Executive,1,Divorced,9425.0,3,No,11,3,1,80,1,16,4,3,14,1,6,0
9695,34,No,Travel_Frequently,294,Sales,9,2,Marketing,1.0,4,Female,40,4,Sales Executive,3,Single,6484.0,5,No,16,3,3,80,0,16,0,1,7,3,2,5
9696,29,No,Travel_Frequently,292,Research & Development,4,2,Medical,1.0,2,Female,40,2,Research Scientist,4,Married,6432.0,4,Yes,23,4,2,80,0,11,1,1,8,1,8,5
9697,38,No,Travel_Rarely,460,Sales,8,3,Other,1.0,3,Male,63,3,Manager,4,Single,10122.0,2,No,24,4,4,80,2,20,0,2,0,0,0,0
9698,43,No,Travel_Frequently,501,Sales,9,5,Life Sciences,1.0,3,Male,68,3,Sales Representative,3,Divorced,11025.0,7,No,25,3,4,80,0,25,2,2,1,1,1,1
9699,49,No,Travel_Rarely,371,Research & Development,14,2,Marketing,1.0,2,Male,51,2,Laboratory Technician,3,Married,8165.0,7,No,11,3,4,80,3,31,3,3,23,6,1,1
9700,22,No,Travel_Frequently,786,Research & Development,6,4,Medical,1.0,1,Male,100,3,Manufacturing Director,1,Single,16647.0024,9,No,21,3,4,80,2,4,2,3,4,4,4,1
9701,34,No,Travel_Rarely,336,Research & Development,9,3,Human Resources,1.0,4,Female,46,3,Laboratory Technician,4,Married,7408.0,4,Yes,20,3,3,80,1,16,3,1,0,0,0,0
9702,41,No,Travel_Frequently,423,Research & Development,7,5,Technical Degree,1.0,3,Male,58,2,Research Scientist,4,Married,9320.0,5,No,11,3,1,80,0,23,3,3,10,4,5,0
9703,42,No,Travel_Rarely,408,Research & Development,5,3,Medical,1.0,4,Male,56,3,Laboratory Technician,4,Married,8979.0,3,No,24,3,2,80,0,24,4,2,6,0,0,1
9704,37,No,Travel_Frequently,332,Human Resources,15,2,Medical,1.0,4,Male,45,3,Healthcare Representative,4,Single,7322.0,3,Yes,16,3,4,80,0,19,5,4,0,0,0,0
9705,42,No,Travel_Frequently,404,Research & Development,11,4,Life Sciences,1.0,1,Female,55,2,Research Scientist,4,Married,8903.0,5,Yes,13,3,4,80,1,24,2,4,6,6,6,5
9706,28,No,Travel_Frequently,483,Research & Development,6,2,Technical Degree,1.0,2,Female,66,3,Research Director,4,Divorced,10637.0,3,No,25,3,4,80,3,10,4,4,6,0,3,4
9707,18,No,Travel_Rarely,581,Research & Development,8,3,Technical Degree,1.0,3,Male,79,2,Research Director,4,Divorced,12786.0,4,No,22,1,3,80,2,0,4,3,0,0,0,0
9708,46,No,Travel_Frequently,468,Sales,6,4,Life Sciences,1.0,3,Female,64,3,Sales Executive,3,Married,10302.0,4,No,17,3,2,80,2,28,2,3,17,0,0,1
9709,23,No,Travel_Rarely,734,Research & Development,4,4,Life Sciences,1.0,4,Male,100,3,Manufacturing Director,3,Divorced,16154.0,8,No,22,3,2,80,3,5,1,2,5,1,0,5
9710,26,No,Travel_Rarely,530,Research & Development,10,1,Other,1.0,4,Female,72,2,Research Director,4,Divorced,11675.0,3,No,12,3,4,80,3,8,3,3,8,0,6,1
9711,26,No,Travel_Rarely,310,Human Resources,3,4,Medical,1.0,2,Male,42,1,Human Resources,3,Single,6827.0,0,No,17,2,4,80,0,8,2,2,0,0,0,0
9712,43,No,Travel_Frequently,422,Research & Development,15,4,Marketing,1.0,3,Male,58,3,Laboratory Technician,4,Married,9284.0,4,No,11,3,3,80,1,25,1,3,1,0,0,0
9713,24,No,Travel_Rarely,631,Research & Development,2,4,Medical,1.0,3,Female,86,3,Manufacturing Director,2,Single,13885.0,2,No,13,3,3,80,1,6,3,3,5,0,5,0
9714,18,No,Travel_Rarely,610,Research & Development,6,4,Marketing,1.0,2,Female,83,3,Manufacturing Director,1,Married,13426.0,5,No,22,3,1,80,3,0,3,3,0,0,0,0
9715,41,No,Travel_Frequently,566,Sales,7,3,Life Sciences,1.0,3,Female,77,4,Manager,4,Divorced,12471.0,4,No,15,3,4,80,1,23,2,3,0,0,0,0
9716,36,No,Travel_Rarely,411,Research & Development,12,4,Medical,1.0,3,Male,56,2,Research Scientist,2,Divorced,9043.0,2,No,21,3,3,80,0,18,1,1,5,2,2,2
9717,39,Yes,Travel_Rarely,296,Research & Development,10,2,Medical,1.0,4,Male,40,2,Research Scientist,1,Divorced,6515.0,3,No,20,3,4,80,0,21,2,3,1,1,1,0
9718,26,No,Travel_Frequently,356,Sales,10,4,Marketing,1.0,4,Male,49,3,Sales Executive,2,Single,7847.0,0,No,16,3,2,80,0,8,2,3,3,3,0,3
9719,42,No,Travel_Rarely,100,Research & Development,14,5,Other,1.0,3,Female,30,3,Research Scientist,2,Divorced,4943.9992,2,No,22,3,4,80,2,24,3,3,19,3,1,14
9720,30,Yes,Travel_Rarely,535,Research & Development,6,4,Technical Degree,1.0,1,Male,73,4,Research Director,2,Divorced,11780.0,4,Yes,17,3,1,80,0,12,3,2,3,0,0,1
9721,33,No,Travel_Rarely,442,Human Resources,15,5,Medical,1.0,3,Female,60,3,Human Resources,2,Married,9739.0,1,No,20,3,3,80,2,15,2,3,6,6,0,6
9722,39,No,Travel_Rarely,448,Research & Development,14,4,Medical,1.0,3,Male,61,3,Research Scientist,2,Married,9876.0,2,No,22,3,2,80,0,21,1,3,1,1,1,1
9723,38,No,Travel_Rarely,408,Research & Development,6,1,Life Sciences,1.0,4,Male,56,2,Manager,1,Divorced,8978.0,5,No,25,3,1,80,1,20,6,2,0,0,0,0
9724,37,No,Travel_Rarely,397,Sales,7,4,Life Sciences,1.0,3,Female,54,4,Sales Executive,1,Divorced,8749.0,6,No,19,3,3,80,3,19,6,3,17,5,2,0
9725,29,No,Travel_Frequently,484,Sales,16,3,Life Sciences,1.0,3,Male,66,2,Sales Representative,1,Single,10653.0,6,Yes,18,3,1,80,3,11,3,3,11,2,1,0
9726,34,No,Travel_Rarely,301,Research & Development,14,2,Life Sciences,1.0,4,Male,41,3,Laboratory Technician,1,Single,6628.0,4,No,14,3,4,80,0,16,3,3,0,0,0,0
9727,37,No,Non-Travel,437,Research & Development,5,4,Marketing,1.0,4,Female,60,1,Research Scientist,4,Divorced,9623.0,2,No,19,2,1,80,0,19,2,4,4,0,1,4
9728,23,No,Travel_Rarely,280,Sales,17,3,Life Sciences,1.0,1,Male,38,3,Sales Executive,4,Married,6162.0,1,Yes,13,3,4,80,0,5,0,3,0,0,0,0
9729,32,Yes,Travel_Rarely,250,Sales,6,2,Life Sciences,1.0,3,Female,34,2,Sales Executive,2,Single,5519.0,4,Yes,17,3,3,80,0,14,3,3,5,0,1,1
9730,40,No,Travel_Frequently,462,Research & Development,9,4,Life Sciences,1.0,1,Male,63,3,Laboratory Technician,1,Single,10166.0,5,No,16,3,1,80,0,22,3,3,10,9,0,1
9731,24,No,Non-Travel,264,Research & Development,14,4,Other,1.0,3,Female,36,2,Laboratory Technician,3,Married,5820.0,3,No,25,3,4,80,0,6,2,3,4,4,1,3
9732,48,Yes,Travel_Rarely,669,Research & Development,8,4,Life Sciences,1.0,4,Male,92,2,Research Director,3,Married,14723.0,4,Yes,13,3,4,80,2,30,3,1,1,1,1,0
9733,49,No,Travel_Rarely,407,Research & Development,12,2,Medical,1.0,2,Male,56,2,Research Scientist,3,Divorced,8973.0,4,No,12,3,4,80,0,31,3,4,5,5,0,1
9734,24,Yes,Travel_Rarely,315,Research & Development,11,4,Technical Degree,1.0,4,Female,43,2,Research Scientist,1,Married,6934.0,2,No,12,3,4,80,0,6,2,3,1,1,0,1
9735,50,No,Travel_Frequently,502,Research & Development,4,5,Technical Degree,1.0,3,Male,69,3,Laboratory Technician,3,Married,11049.0,6,No,17,3,4,80,1,32,3,3,13,2,2,5
9736,35,No,Travel_Rarely,346,Research & Development,9,3,Other,1.0,3,Male,47,3,Research Scientist,1,Divorced,7627.0,1,No,14,4,1,80,0,17,5,1,10,1,2,6
9737,41,No,Travel_Frequently,565,Research & Development,2,2,Life Sciences,1.0,2,Male,77,4,Manufacturing Director,2,Divorced,12440.0,5,No,23,3,4,80,1,23,3,2,6,1,3,6
9738,32,No,Travel_Rarely,615,Research & Development,13,5,Medical,1.0,1,Female,84,2,Manufacturing Director,3,Divorced,13530.0,1,No,12,3,4,80,1,14,2,2,3,3,1,3
9739,46,No,Travel_Rarely,444,Sales,8,4,Life Sciences,1.0,1,Male,61,1,Sales Executive,2,Married,9772.0,6,Yes,18,2,1,80,2,28,2,3,13,1,3,3
9740,41,No,Travel_Rarely,589,Research & Development,4,5,Life Sciences,1.0,3,Male,81,2,Manager,4,Married,12963.0,2,Yes,16,3,4,80,1,23,4,4,7,1,3,0
9741,28,Yes,Travel_Rarely,360,Research & Development,11,4,Other,1.0,2,Male,49,2,Laboratory Technician,1,Married,7927.0,1,Yes,12,3,4,80,2,10,0,3,7,5,0,7
9742,25,No,Travel_Rarely,311,Research & Development,9,2,Technical Degree,1.0,2,Female,42,4,Laboratory Technician,2,Married,6852.0,3,No,23,3,2,80,0,7,1,3,7,0,5,1
9743,22,No,Travel_Rarely,292,Sales,11,3,Life Sciences,1.0,1,Male,40,3,Sales Representative,3,Divorced,6428.0,2,No,15,4,4,80,1,4,1,2,0,0,0,0
9744,38,No,Travel_Rarely,297,Research & Development,14,1,Marketing,1.0,1,Male,40,4,Research Scientist,3,Married,6542.0,5,Yes,14,3,2,80,2,20,5,4,6,5,0,1
9745,42,No,Travel_Rarely,374,Research & Development,3,3,Technical Degree,1.0,2,Male,51,3,Research Scientist,3,Married,8234.0,5,No,17,2,2,80,1,24,2,2,3,1,2,3
9746,43,No,Travel_Rarely,653,Research & Development,18,4,Life Sciences,1.0,3,Female,89,3,Research Director,1,Divorced,14378.0,6,No,16,3,4,80,1,25,2,3,3,3,3,2
9747,35,No,Travel_Frequently,390,Sales,9,4,Other,1.0,1,Male,53,3,Sales Representative,1,Married,8596.0,3,No,17,3,2,80,1,17,2,4,5,2,4,1
9748,25,No,Travel_Rarely,760,Research & Development,5,3,Life Sciences,1.0,1,Male,100,4,Research Director,2,Married,16647.0024,9,No,12,3,1,80,3,7,2,4,7,7,0,0
9749,30,No,Travel_Frequently,526,Sales,10,5,Medical,1.0,1,Male,72,3,Sales Representative,1,Single,11580.0,4,Yes,16,3,3,80,1,12,3,4,12,9,0,12
9750,48,No,Travel_Rarely,677,Research & Development,24,2,Technical Degree,1.0,1,Male,93,3,Manager,2,Married,14898.0,9,No,18,1,3,80,3,30,2,3,30,1,0,4
9751,32,No,Travel_Frequently,662,Research & Development,5,4,Medical,1.0,4,Female,91,2,Manufacturing Director,3,Married,14570.0,3,No,21,3,1,80,2,14,3,3,11,4,0,1
9752,38,No,Travel_Rarely,425,Research & Development,10,4,Life Sciences,1.0,4,Female,58,2,Research Scientist,1,Single,9354.0,3,No,15,3,4,80,1,20,0,3,0,0,0,0
9753,26,No,Travel_Rarely,403,Sales,8,5,Other,1.0,4,Male,55,3,Sales Executive,4,Single,8884.0,0,No,14,3,4,80,0,8,3,2,1,1,1,1
9754,40,Yes,Non-Travel,319,Research & Development,6,2,Life Sciences,1.0,2,Male,43,3,Laboratory Technician,1,Single,7026.0,6,Yes,12,3,4,80,0,22,2,3,1,0,0,1
9755,32,Yes,Travel_Rarely,586,Sales,11,4,Medical,1.0,2,Female,80,3,Sales Executive,1,Single,12903.0,9,Yes,14,3,1,80,1,14,2,4,14,6,0,0
9756,47,No,Travel_Rarely,352,Research & Development,5,1,Life Sciences,1.0,2,Male,48,3,Laboratory Technician,4,Divorced,7756.0,7,No,25,4,1,80,0,29,5,2,4,3,0,4
9757,44,No,Travel_Rarely,423,Research & Development,5,4,Medical,1.0,3,Male,58,4,Research Scientist,1,Married,9307.0,3,No,12,3,4,80,2,26,3,4,10,10,4,5
9758,32,No,Travel_Rarely,401,Human Resources,8,4,Life Sciences,1.0,3,Male,55,3,Healthcare Representative,4,Married,8836.0,0,Yes,18,3,4,80,2,14,3,2,10,1,0,1
9759,35,No,Non-Travel,508,Research & Development,14,4,Life Sciences,1.0,3,Male,69,3,Laboratory Technician,4,Married,11183.0,7,No,21,3,4,80,2,17,1,3,17,0,2,6
9760,31,Yes,Travel_Rarely,332,Research & Development,11,3,Medical,1.0,4,Male,45,2,Research Scientist,4,Married,7316.0,1,Yes,23,1,1,80,0,13,3,3,0,0,0,0
9761,22,No,Travel_Rarely,584,Research & Development,8,4,Medical,1.0,4,Male,80,2,Research Director,4,Divorced,12850.0,2,No,25,3,2,80,1,4,6,3,0,0,0,0
9762,28,No,Travel_Rarely,252,Sales,5,2,Medical,1.0,4,Female,34,4,Sales Executive,4,Married,5558.0,3,No,20,3,4,80,0,10,5,4,10,4,4,0
9763,38,No,Travel_Rarely,551,Research & Development,6,2,Human Resources,1.0,1,Female,75,2,Manufacturing Director,4,Single,12127.0,2,No,25,4,2,80,2,20,1,3,0,0,0,0
9764,18,No,Non-Travel,428,Sales,14,4,Other,1.0,3,Male,58,2,Sales Representative,3,Married,9424.0,4,No,18,3,3,80,2,0,3,3,0,0,0,0
9765,38,No,Non-Travel,478,Research & Development,6,5,Medical,1.0,3,Female,65,3,Research Scientist,4,Married,10528.0,6,No,16,3,4,80,0,20,4,3,5,1,0,0
9766,33,No,Non-Travel,250,Research & Development,13,1,Medical,1.0,4,Female,34,3,Laboratory Technician,1,Married,5514.0,1,Yes,11,4,4,80,0,15,2,3,2,1,1,0
9767,46,No,Travel_Rarely,426,Research & Development,10,2,Other,1.0,3,Male,58,3,Research Scientist,2,Single,9372.0,3,No,14,3,1,80,3,28,2,3,16,5,0,3
9768,37,No,Travel_Rarely,353,Sales,8,2,Technical Degree,1.0,4,Male,48,3,Sales Executive,2,Married,7776.0,3,Yes,25,4,4,80,0,19,3,3,9,4,0,1
9769,44,No,Travel_Rarely,426,Research & Development,5,4,Life Sciences,1.0,1,Male,58,3,Research Scientist,3,Married,9376.0,7,Yes,19,2,3,80,1,26,0,3,2,2,0,0
9770,19,No,Travel_Rarely,314,Research & Development,4,2,Life Sciences,1.0,3,Male,43,3,Research Scientist,3,Married,6912.0,2,No,16,3,3,80,1,1,0,4,1,1,0,1
9771,18,No,Travel_Rarely,513,Research & Development,7,5,Medical,1.0,4,Male,70,3,Manager,3,Divorced,11300.0,0,No,15,3,4,80,2,0,3,2,0,0,0,0
9772,39,No,Travel_Frequently,547,Research & Development,8,3,Technical Degree,1.0,4,Male,75,3,Manager,3,Married,12049.0,2,No,25,3,2,80,0,21,2,3,5,2,4,5
9773,22,Yes,Travel_Frequently,326,Research & Development,8,2,Marketing,1.0,1,Male,44,3,Laboratory Technician,2,Married,7178.0,5,No,18,3,2,80,2,4,0,3,4,4,2,4
9774,34,No,Travel_Rarely,411,Research & Development,15,4,Medical,1.0,4,Male,56,3,Laboratory Technician,3,Married,9061.0,4,No,17,3,4,80,1,16,1,3,3,0,1,2
9775,33,No,Travel_Frequently,354,Research & Development,6,4,Technical Degree,1.0,2,Male,48,2,Laboratory Technician,2,Married,7795.0,4,No,23,3,4,80,1,15,3,2,11,2,0,2
9776,52,Yes,Travel_Frequently,579,Sales,10,5,Life Sciences,1.0,3,Female,79,4,Sales Representative,2,Married,12748.0,8,Yes,11,3,3,80,1,34,4,1,1,0,0,1
9777,40,No,Travel_Rarely,451,Sales,5,5,Medical,1.0,3,Male,62,4,Sales Executive,1,Married,9927.0,3,Yes,23,3,3,80,1,22,4,3,5,2,1,5
9778,38,No,Travel_Rarely,663,Research & Development,11,5,Marketing,1.0,4,Male,91,3,Research Director,2,Divorced,14596.0,3,No,13,3,3,80,2,20,3,3,0,0,0,0
9779,45,No,Travel_Rarely,465,Sales,9,4,Life Sciences,1.0,2,Female,64,3,Sales Executive,3,Divorced,10246.0,4,No,11,3,4,80,2,27,4,3,27,9,2,8
9780,40,No,Travel_Frequently,314,Sales,7,2,Life Sciences,1.0,2,Female,43,3,Sales Representative,2,Single,6915.0,2,No,24,3,2,80,1,22,4,3,1,1,0,1
9781,32,No,Travel_Rarely,328,Research & Development,2,3,Medical,1.0,3,Female,45,2,Laboratory Technician,4,Single,7221.0,1,No,19,3,3,80,0,14,2,2,1,0,1,1
9782,47,No,Travel_Rarely,724,Research & Development,6,4,Life Sciences,1.0,4,Male,99,3,Research Director,1,Married,15947.0,4,No,22,3,4,80,0,29,2,2,4,4,0,0
9783,25,Yes,Travel_Frequently,379,Sales,14,5,Life Sciences,1.0,1,Female,52,2,Sales Representative,1,Married,8340.0,0,No,16,3,1,80,0,7,3,2,0,0,0,0
9784,40,No,Travel_Frequently,345,Sales,8,3,Medical,1.0,1,Female,47,1,Sales Executive,3,Married,7600.0,6,No,19,3,3,80,1,22,2,2,14,3,7,1
9785,21,No,Travel_Frequently,290,Research & Development,5,3,Human Resources,1.0,2,Male,39,3,Laboratory Technician,3,Married,6387.0,4,No,16,4,2,80,0,3,3,3,1,0,1,1
9786,39,No,Travel_Frequently,425,Sales,4,4,Life Sciences,1.0,3,Female,58,3,Sales Representative,4,Divorced,9371.0,4,No,14,3,3,80,0,21,3,3,6,5,3,2
9787,38,No,Travel_Rarely,362,Research & Development,7,3,Life Sciences,1.0,3,Male,49,3,Research Scientist,4,Married,7966.0,4,No,18,4,4,80,1,20,5,3,10,3,0,0
9788,53,No,Non-Travel,541,Sales,15,2,Life Sciences,1.0,3,Male,74,4,Manager,1,Married,11911.0,5,Yes,18,3,3,80,0,35,5,4,4,1,0,4
9789,21,No,Travel_Rarely,393,Human Resources,6,5,Life Sciences,1.0,2,Male,54,3,Human Resources,4,Married,8667.0,1,Yes,11,3,2,80,1,3,2,3,0,0,0,0
9790,30,No,Non-Travel,329,Research & Development,12,4,Life Sciences,1.0,2,Female,45,3,Research Scientist,4,Divorced,7243.0,4,No,13,3,2,80,1,12,2,2,2,2,0,0
9791,45,No,Non-Travel,454,Sales,17,3,Other,1.0,1,Female,62,2,Sales Representative,3,Single,9993.0,4,No,18,3,4,80,2,27,2,1,6,0,0,6
9792,40,No,Travel_Rarely,416,Sales,12,3,Technical Degree,1.0,1,Male,57,3,Sales Representative,4,Single,9166.0,5,Yes,22,3,4,80,0,22,1,3,3,3,1,3
9793,38,No,Travel_Rarely,376,Sales,2,4,Life Sciences,1.0,2,Female,51,2,Sales Executive,1,Married,8277.0,5,No,24,3,1,80,2,20,3,2,7,7,0,5
9794,27,No,Travel_Rarely,444,Research & Development,4,5,Life Sciences,1.0,4,Female,61,3,Laboratory Technician,4,Divorced,9780.0,1,No,12,3,2,80,1,9,2,2,5,5,3,4
9795,31,No,Travel_Rarely,100,Sales,3,2,Medical,1.0,2,Female,30,2,Sales Executive,2,Divorced,4943.9992,2,No,16,3,4,80,1,13,3,3,4,4,1,4
9796,49,No,Non-Travel,589,Human Resources,14,4,Medical,1.0,1,Female,81,2,Manager,4,Married,12972.0,8,No,14,3,3,80,1,31,2,3,1,1,1,1
9797,36,No,Travel_Rarely,370,Research & Development,19,4,Technical Degree,1.0,3,Male,50,4,Laboratory Technician,3,Single,8150.0,4,No,21,3,2,80,3,18,3,3,18,0,0,12
9798,40,No,Travel_Rarely,282,Sales,12,1,Life Sciences,1.0,4,Male,38,3,Sales Executive,4,Married,6204.0,3,Yes,20,3,4,80,1,22,4,3,5,5,0,1
9799,35,Yes,Non-Travel,529,Sales,8,4,Life Sciences,1.0,3,Male,72,2,Sales Representative,3,Divorced,11655.0,6,No,22,3,3,80,0,17,1,2,1,1,1,0
